"Nome Completo";"Nome Urna";"Cargo";"Número";"Partido";"Coligação";"Situação";"Situação Pós-Pleito"
"JOSÉ ÔNIX GOMES DA SILVA";"JOSÉ ÔNIX RÁDIO DE RIO BONITO";"Deputado Federal";4546;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"JOSÉ SILVA DE SOUZA";"JOSÉ SILVA ONG VIVER FELIZ";"Deputado Federal";4598;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"JOSIANE SILVESTRE";"JOSIANE CONFEITEIRA";"Deputado Federal";2756;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"JULIANA DA SILVA DRUMOND";"JULIANA DRUMOND";"Deputado Federal";5013;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"JULIO DA SILVA GONÇALVES OLIVEIRA";"JULIO GONÇALVES";"Deputado Federal";1055;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"JULIO CESAR KFUR";"JULIO KFURI";"Deputado Federal";2254;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"JULIO LUIZ BAPTISTA LOPES";"JULIO LOPES";"Deputado Federal";1111;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"JULLIENE CABRAL SALVIANO DA SILVA";"JULLIENE SALVIANO";"Deputado Federal";1492;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"ROGÉRIO TEIXEIRA JUNIOR";"JUNINHO DO PNEU";"Deputado Federal";4400;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"ANTONIO AUGUSTO CRUZ RIBEIRO JUNIOR";"JUNIOR CRUZ";"Deputado Federal";1006;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"JURANDIR JACINTHO DE SOUZA";"JURANDIR SOUZA";"Deputado Federal";2731;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"JUSCELINO CRUZ DE ARAUJO";"JUSCELINO ARAUJO";"Deputado Federal";7080;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"JUVENAL VITOR PINTO DE CARVALHO";"JUVENAL VITOR";"Deputado Federal";3340;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"ADILSON THEODORO DA CUNHA";"KABEÇA BORRACHEIRO";"Deputado Federal";5021;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"ERIVELTO CÂMARA DE LUNA";"KAKÁ";"Deputado Federal";7752;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"CLÁUDIA AUGUSTA DOS SANTOS DE ALMEIDA";"KAKAU DA SAÚDE";"Deputado Federal";7749;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"CLAUDIA KARINA WILBERG DE CASTRO COSTA";"KARINA WILBERG";"Deputado Federal";3036;"NOVO";"NOVO";"Aguardando julgamento";"Concorrendo"
"ANA KARLA GUIMARÃES LUCAS";"KARLA DE LUCAS DOS BICHINHOS";"Deputado Federal";5551;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"KATHARYNE AMORIM CAIAFFA";"KATH DO NOVO";"Deputado Federal";3010;"NOVO";"NOVO";"Aguardando julgamento";"Concorrendo"
"ANA KATIUSCIA DA SILVA OLIVEIRA";"KÁTIA";"Deputado Federal";2765;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"KATIA CRISTINA MIKI DA SILVA";"KATIA MIKI";"Deputado Federal";2345;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"KATIA REGINA DA SILVA SANTOS";"KATIA REGINA";"Deputado Federal";1228;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"KELY MARIA LOUZADA MACHADO SILVA";"KELY LOUZADA";"Deputado Federal";7767;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"KÊNIA AGUIAR FONTOURA DA SILVA";"KÊNIA DO DIDIU FONTOURA";"Deputado Federal";4065;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"KENIA DE SOUZA GONCALVES DOS SANTOS";"KENIA SANTOS";"Deputado Federal";1989;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"QUÉREM HAPUQUE TEIXEIRA DA ROCHA";"KEREM";"Deputado Federal";1939;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"MARIA LAURA MONTEZA DE SOUZA CARNEIRO";"LAURA CARNEIRO";"Deputado Federal";5566;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"LAURINDA JULIA GOMES";"LAURA GOMES";"Deputado Federal";4526;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"LAURO CÉSAR BOTTO MAIA";"LAURO BOTTO";"Deputado Federal";5593;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"ANTÔNIO LUIZ MASCIA BARRETO";"L BARRETO";"Deputado Federal";1450;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"LEANDRO DOS SANTOS COSTA";"LEANDRO COSTA";"Deputado Federal";2880;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"LEANDRO NASCIMENTO FARIAS";"LEANDRO FARIAS";"Deputado Federal";1998;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"LEANDRO FRANCISCO MACHADO NEVES";"LEANDRO NEVES";"Deputado Federal";1143;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"LEANDRO HASSEM DAM RODRIGUES";"LEANDRO RODRIGUES";"Deputado Federal";4466;"UNIÃO";"UNIÃO";"Renúncia";"Concorrendo"
"LUIS CLAUDIO RIBEIRO DE ARAUJO";"LECA DA BICICLETA";"Deputado Federal";2757;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"LEIDEMEIRE ROCHA BARRETO DA SILVA";"LEIDE SILVA";"Deputado Federal";1985;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"LENIR MORAIS FERREIRA";"LENY FERREIRA";"Deputado Federal";9021;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"LEONARDO BRASIL DO ROZARIO";"LEO BRASIL";"Deputado Federal";1099;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"LEONARDO DOS SANTOS";"LEO DA JOALHERIA ";"Deputado Federal";1909;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"LEONARDO FRANCISCO DOS ANJOS";"LÉO FRANCISCO";"Deputado Federal";4033;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"LEONARDO DA SILVA LEAL";"LÉO LEAL";"Deputado Federal";1578;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"LEONARDO CARNEIRO MONTEIRO PICCIANI";"LEONARDO";"Deputado Federal";1580;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"LEONARDO FIAUX DE ANDRADE";"LEONARDO ANDRADE";"Deputado Federal";3301;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"LEONARDO FURTADO MAGALHAES";"LEONARDO FURTADO";"Deputado Federal";1466;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"LEONARDO DE CARVALHO VIDAL";"LEONARDO VIDAL";"Deputado Federal";3055;"NOVO";"NOVO";"Aguardando julgamento";"Concorrendo"
"LEONEL BRIZOLA";"LEONEL BRIZOLA";"Deputado Federal";1312;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"WOLUSTON GOMES CELESTINO";"LEON GOMES";"Deputado Federal";1255;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"LEONARDO RODRIGUES";"LEO RODRIGUES";"Deputado Federal";1922;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"LETICIA GABRIEL CABRAL DE BARROS";"LETICIA CABRAL";"Deputado Federal";2821;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"LETICIA PIRES DE OLIVEIRA";"LETICIA PIRES DO MEGAFONE";"Deputado Federal";1320;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"LEVI ALVES RODRIGUES DOS SANTOS";"LEVI";"Deputado Federal";4008;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"LIDIA SACRAMENTO COSTA";"LIDIA COSTA";"Deputado Federal";5175;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"LIGYDO FERREIRA VAZ NETO";"LIGYDO BOMBEIRO";"Deputado Federal";4593;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"LILIAM SÁ DE PAULA";"LILIAM SÁ";"Deputado Federal";1414;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"MARIA ELIANE SANTOS DE MORAIS";"LILI MORAIS";"Deputado Federal";3618;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"LUIZ LINDBERGH FARIAS FILHO";"LINDBERGH FARIAS";"Deputado Federal";1300;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"FABRÍCIO LÍRIO RODRIGUES";"LÍRIO";"Deputado Federal";1877;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"LORENA CRISTINE SILVA SANTOS";"LORENA MORENA DO AÇAI";"Deputado Federal";1242;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"LOURDES DA SILVA PETRONILHO";"LOURDES PETRONILHO";"Deputado Federal";4054;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"LOURIVAL GOMES DE ALMEIDA";"LOURIVAL GOMES";"Deputado Federal";1189;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"LUANA VIEIRA DA SILVA";"LUANA MORETH";"Deputado Federal";7705;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"LUCAS RODRIGUES MYRA TEIXEIRA";"LUCAS MYRA";"Deputado Federal";7006;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"MARIA LUCÉLIA DOS SANTOS";"LUCÉLIA SANTOS";"Deputado Federal";4004;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"LUCIA HELENA OLIVEIRA";"LUCIA HELENA";"Deputado Federal";5131;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"LUCIANA MARTINS CALACA";"LUCIANA CALAÇA";"Deputado Federal";1013;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"LUCIANA NERI DA SILVA";"LUCIANA NERY";"Deputado Federal";2700;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"LUCIANA GONÇALVES DE NOVAES";"LUCIANA NOVAES";"Deputado Federal";1355;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"LUCIANO VIEIRA MENDES";"LUCIANO VIEIRA";"Deputado Federal";2256;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"MARIO LUCIO DE SOUZA AGUIAR";"LUCIO AGUIAR";"Deputado Federal";5160;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"LUCIO DE ARRUDA CABRAL FILHO";"LUCIO ARRUDA";"Deputado Federal";9028;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"LUISA MELCÍADES RODRIGUEZ MARANHÃO";"LUISA MARANHÃO";"Deputado Federal";2999;"PCO";"PCO";"Aguardando julgamento";"Concorrendo"
"LUIS CARLOS GOMES DA SILVA";"LUIS CARLOS GOMES";"Deputado Federal";1010;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"LUIS CLAUDIO DE SANTANA";"LUIS CLAUDIO DE SANTANA";"Deputado Federal";1283;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"LUIS CLAUDIO DE OLIVEIRA MAIA";"LUIS MAIA";"Deputado Federal";9044;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"LUIS ANTONIO PEREIRA DA SILVA";"LUIS SANTA CRUZ";"Deputado Federal";2732;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"LUIZ ANTONIO DA COSTA CARVALHO CORREA DA SILVA";"LUIZ ANTÔNIO";"Deputado Federal";1127;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"LUIZ FERNANDO SILVA DA CUNHA";"LUIZ FERNANDO";"Deputado Federal";3023;"NOVO";"NOVO";"Aguardando julgamento";"Concorrendo"
"LUIZ EDUARDO SOUZA DOS SANTOS REGO";"LUIZINHO SOS HOMEM";"Deputado Federal";3311;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA";"LUIZ LIMA";"Deputado Federal";2233;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"LUIZ CARLOS DA ROCHA NOVAES";"LUIZ NOVAES ";"Deputado Federal";4041;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"LUIS URSULINO SANTANA";"LULA DO QUIOSQUE";"Deputado Federal";3512;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"JOSE ANTONIO DA SILVA";"LULINHA SÓSIA";"Deputado Federal";1315;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"LUCIANA ARAÚJO DA SILVA PEREIRA";"LULU ARAÚJO";"Deputado Federal";5002;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"LUCIANE DOS SANTOS RUFINO";"LU RUFINO MISS CADEIRANTE";"Deputado Federal";5575;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"LUCIANA DIAS HENRIQUE DOS SANTOS";"LU SANTOS ";"Deputado Federal";1072;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"MABELLE FERNANDA DE JESUS PEREZ";"MABELLE PEREZ";"Deputado Federal";3344;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"THAIS DE SOUZA FERREIRA";"MÃEDATA THAIS FERREIRA";"Deputado Federal";5010;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"MAGALI FARIAS DA SILVEIRA NUNES SOUZA";"MAGALI NUNES";"Deputado Federal";2370;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"MAIARA FELÍCIO DA SILVA";"MAIARA FELÍCIO";"Deputado Federal";1307;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"ELITUSALEM GOMES DE FREITAS";"MAJOR ELITUSALEM";"Deputado Federal";3622;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"FABIANA SILVA DE SOUZA";"MAJOR FABIANA";"Deputado Federal";2210;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"JOYCE ALBUQUERQUE DA ROCHA LEITE";"MAJOR JOYCE";"Deputado Federal";1444;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"MARCO ANTONIO MONTEIRO COUTINHO";"MAMC";"Deputado Federal";5088;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"MANOEL ALEXANDRE PEREIRA DE FIGUEIREDO";"MANOEL FIGUEIREDO";"Deputado Federal";1937;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"JOSE MANOEL DE LIMA";"MANOEL LIMA";"Deputado Federal";1203;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"MANOEL DE MATOS FILHO";"MANOEL MATTOS";"Deputado Federal";3357;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"MANOEL TEIXEIRA DE MESQUITA NETO";"MANOEL NETO";"Deputado Federal";2333;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"JORGE LUIZ MATOS DE OLIVEIRA";"MANO JORGE";"Deputado Federal";1901;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"GILVANIO OLIVEIRA DA SILVA";"MARADONA";"Deputado Federal";2711;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"MARCOS DIAS BORGES";"MARCÃO BORGES";"Deputado Federal";3316;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"MARCUS WELBER GOMES DA SILVA";"MARCÃO GOMES";"Deputado Federal";2207;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"MARCIA RAMOS GOMES";"MARCELINA RAMOS";"Deputado Federal";1026;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"MARCELO DE ALENCAR FERREIRA";"MARCELINHO BOB";"Deputado Federal";1561;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"MARCELLO CAPPARELLI MONIZ DE ARAGÃO DÁQUER";"MARCELLO CAPPARELLI";"Deputado Federal";2234;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"MARCELLO MORAES  SICILIANO";"MARCELLO SICILIANO";"Deputado Federal";1188;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"MARCELO BOSCHER NUNES";"MARCELO BOSCHER";"Deputado Federal";2823;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"MARCELO CALERO FARIA GARCIA";"MARCELO CALERO";"Deputado Federal";5501;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"MARCELO BEZERRA CRIVELLA";"MARCELO CRIVELLA";"Deputado Federal";1000;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"MARCELO GONÇALVES BARBOSA";"MARCELO GONÇALVES";"Deputado Federal";1352;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"MARCELO DOS SANTOS LEMOS";"MARCELO LEMOS";"Deputado Federal";5177;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"MARCELO DE SOUZA LESSA";"MARCELO LESSA";"Deputado Federal";7777;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"MARCELO DO NASCIEMENTO";"MARCELO NASCIMENTO";"Deputado Federal";3300;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"MARCELO ANDRÉ CID HERÁCLITO DO PORTO QUEIROZ";"MARCELO QUEIROZ";"Deputado Federal";1100;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"MARCELO SAMUEL BARBOSA DA SILVA";"MARCELO RADAR";"Deputado Federal";7723;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"MARCELO MARQUES PESSOA";"MARCELO TURBO";"Deputado Federal";9091;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"MARCIA HELENA BRAGA CAMARGO";"MARCIA CAMARGO";"Deputado Federal";1289;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"MARCIA HELENA RIBEIRO DE AZEVEDO";"MARCIA HELENA";"Deputado Federal";2723;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"EDIMARCIA GONÇALVES DA SILVA";"MARCIA SILVA";"Deputado Federal";7737;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"MÁRCIA RODRIGUES WALLIER";"MARCIA WALLIER";"Deputado Federal";9060;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"MARCIO JOSE CORREA ALVES";"MARCINHO ALVES";"Deputado Federal";1012;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"MARCIO DE CARVALHO MACHADO";"MARCIO CICA";"Deputado Federal";1045;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"MARCIO GARCIA LINARES";"MARCIO GARCIA";"Deputado Federal";2010;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"MARCIO DE PAULA SANTOS";"MARCIO GREEN";"Deputado Federal";3600;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"MARCIO DA SILVEIRA LABRE";"MARCIO LABRE";"Deputado Federal";2252;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"MARCIO MONTENEGRO TESCH";"MARCIO MONTENEGRO";"Deputado Federal";2773;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"MARCIO JOSÉ MATOS PONCIO DE SOUZA";"MÁRCIO PONCIO";"Deputado Federal";9012;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"MARCO ANTONIO NEVES CABRAL";"MARCO ANTÔNIO CABRAL";"Deputado Federal";1501;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"MARCO ANTONIO FURTADO";"MARCO FURTADO";"Deputado Federal";3345;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"MARCOS ABRAHÃO FILHO";"MARCOS ABRAHÃO FILHO";"Deputado Federal";7012;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"MARCOS TEIXEIRA BRAZ";"MARCOS BRAZ";"Deputado Federal";2213;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"MARCOS DIAS PEREIRA";"MARCOS DIAS";"Deputado Federal";3377;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"MARCOS RODRIGUES DA SILVA";"MARCOS FORÇA BRASIL";"Deputado Federal";2714;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"MARCOS FERREIRA DOS SANTOS JARON";"MARCOS JARON";"Deputado Federal";7757;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"MARCOS ANTÔNIO CÂNDIDO MANSO";"MARCOS MANSO";"Deputado Federal";1813;"REDE";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"MARCOS NATALINO SOUZA DE LIMA";"MARCOS NATALINO";"Deputado Federal";7745;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"MARCOS HENRIQUE ALVES PIMENTEL";"MARCOS PIMENTEL ";"Deputado Federal";1502;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"MARCOS LOPES RIBEIRO";"MARCOS RIBEIRO";"Deputado Federal";4001;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"MARCOS BEZERRA RIBEIRO SOARES";"MARCOS RR SOARES";"Deputado Federal";4444;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"MARCOS DO ESPIRITO SANTO DA SILVA";"MARCOS SANTO";"Deputado Federal";1534;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"MARCOS PAULO BARBOSA TAVARES";"MARCOS TAVARES";"Deputado Federal";1216;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"MARCOS UCHÔA CAVALCANTI";"MARCOS UCHÔA";"Deputado Federal";4050;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"MARCOS ANTONIO DE QUEIROZ LUCENA";"MARCUS LUCENNA";"Deputado Federal";4015;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"MARCUS VINICIUS DE VASCONCELOS FERREIRA";"MARCUS VINICIUS";"Deputado Federal";1484;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"MARCUS VINICIUS LOPES MARTINS";"MARCUS VINICIUS MARTINS";"Deputado Federal";2310;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"NORMA MARGARIDA DE SOUSA CARVALHO";"MARGARIDA";"Deputado Federal";4418;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"MARGOTH SILVANA DA SILVA CARDOSO";"MARGOTH CARDOSO";"Deputado Federal";1323;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"MARIA JESUS FERNANDES DA SILVA";"MARIA DE JESUS";"Deputado Federal";3621;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"MARIA DO CARMO SANTOS FERREIRA DE MELLO";"MARIA DO CARMO";"Deputado Federal";2818;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"MARIA EMILIA DE OLIVEIRA FERNANDES VOSS";"MARIA EMILIA VOSS";"Deputado Federal";1042;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"MARIA ISABEL DA SILVA ROSA COSTA";"MARIA ISABEL";"Deputado Federal";5502;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"MARIA JOSÉ RIBEIRO";"MARIA JOSÉ";"Deputado Federal";2716;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"MARIA JOSE ALVES MACHADO";"MARIA MACHADO";"Deputado Federal";1573;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"MARIANGÉLICA DA COSTA HERDY";"MARIANGÉLICA HERDY";"Deputado Federal";5523;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"MARILYN WERNER";"MARILYN WERNER";"Deputado Federal";7704;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"MARINARA PEREIRA DA COSTA";"MARINARA";"Deputado Federal";2270;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"MARIANA LIMA NOGUEIRA";"MARI NOGUEIRA";"Deputado Federal";2100;"PCB";"PCB";"Aguardando julgamento";"Concorrendo"
"MARIO RAMOS FILHO";"MARIO RAMOS";"Deputado Federal";3378;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"MARIO SERGIO CARDOSO SILVA";"MARIO VILLAS BOAS";"Deputado Federal";9050;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"MARIZA BARBOSA ROGRIGUES";"MARIZA RODRIGUES";"Deputado Federal";7037;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"MARIZETE KUHN";"MARIZETE JORNALISTA";"Deputado Federal";5108;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"MARLI ALVES DA SILVA";"MARLI ALVES";"Deputado Federal";3611;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"MARLUCIA DE SOUZA RAPHAEL";"MARLUCIA DE BÚZIOS";"Deputado Federal";1562;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"ROGÉRIO LÚCIO MARQUES DA COSTA";"MARQUES";"Deputado Federal";1311;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"MARCUS DE FREITAS TAVARES";"MARQUINHOS TAVARES";"Deputado Federal";2762;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"MARTA SCAVUZZI DE ALENCAR IELMINI";"MARTA SCAVUZZI";"Deputado Federal";7023;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"MATHEUS PEREIRA GONÇALVES";"MATHEUS ANKIM";"Deputado Federal";1554;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"MAURO ALVES SOUZA";"MAURÃO";"Deputado Federal";2209;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"MAURICIO VIEIRA MAIA";"MAURIÇÃO";"Deputado Federal";9098;"PROS";"PROS";"Aguardando julgamento";"Concorrendo"
"MAURICIO LOPES DOS SANTOS";"MAURÍCIO LOPES";"Deputado Federal";4455;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
